gene
HLA-DPA1
WISP3
CYP4F22
SPATA31A
CCT8
C14orf1
FRMPD2
TMEM161B
TCEB3B
APOBEC1
FAM155B
SLC22A12
GCG
CALM1
PMCH
CTHRC1
ABCB1
SLC26A7
ZNF800
NYNRIN
FCER1A
ANKH
ADORA2B
MSI1
CYP2R1
C1orf141
KLRA1P
LEKR1
NRTN///NRTN
CDHR2
OR2D2
RPL10L
LRIT3
RIMBP2
TMEM30A
MYBPC1
GNG12
SPTLC3
SIGLEC6
DEXI
LNPEP
C7orf13
HDAC2
SPRR2E
TESK1
GPR37L1
NR1I2
SLC45A2
LIFR
LOC401557
C1orf168
NUS1
PAM
LRRC58
FAM86B3P
CD7
GRID2
ADHFE1
LRRC24
GLB1L3
METTL17
RUNX3
ABHD13
TMEM245
GPRIN3
MLIP
GABRA6
AIPL1
SMAD7
PCDH17
SLC35F6
MYRF
HHIPL1
ZFP64
OR4E2
NRP2
ARHGEF10
RBMS3
RALGAPB
LILRA4
ZBTB21
KRT10
SIX1
GABRB2
LOC100133267///DEFB130
LOC100133267///DEFB130
EHHADH
OSMR
MRAP
APOB
GUSBP5
MYCL
SHISA7
FLJ37201
STIM2
OR10R2
KLRC4-KLRK1///KLRK1
FAT4
ADIG
FBXL17
SAR1A
OR4K13
MAF
PSMD7
RBBP7
SPHK2
FAM90A10P///FAM90A7P///FAM90A25P///FAM90A1
ATP2A2
OR4F13P
ANKS6
ANKRD20A8P
RBM26
CRY1
C9orf16
U2SURP
DUOX2
HOPX
ZSWIM2
AIMP1
FOXR1
CDKL1
TMEM86A
HGH1
CLC
OR13G1
SNORD115-37
CCND2
ZXDA
FAM86JP
EYA1
TNIK
SOD3
PTBP1
N6AMT1
UROS
OLIG3
PPIAL4
PPIA
RBFA
SGSM1
LOC646813
VAT1L
FLJ42627
BBS2
PTCHD3
GSPT2
DLC1
BOLA3
RSPO2
OR2T8
AK3
MMP20
METTL21EP
CEP85L
FUT6
NPTX2
IL2RB
ADIRF
PTCH1
TCHHL1
LYPD2
ILF2
PIGT
FBLN7
BCL9L
ADGRL1
LGR6
BLCAP
UBE2G1
SALL4
TEX101
GPRC5C
TNFRSF10D
HLA-DPA1
ASAH2B///ASAH2
LGALS8
CFHR1
LANCL1
LAMA3
UCP2
ZNF789
SLC5A3
ATP5J2-PTCD1
PTCD1
AADACL2
COPZ2
ZNF773
C16orf95
SPINK14
ATN1
COLQ
SLC30A7
CSTF3
CCL25
FAM229B
SLC16A7
MTFR1
OR6V1
COX18
RNF175
HS3ST6
FGF14
RIBC1
ADGRL4
ELFN2
TNFRSF19
NCBP1
HLF
IL5RA
HACE1
MOG
LOC401554
SLCO4C1
CA5B
SHOX
SHOX
HIVEP3
CEACAM20
ONECUT1
ZNF268
TMEM215
NREP
GZMM
ACADL
C1orf216
PTPDC1
TMX2
CA11
AAK1
ZNF48
PEX11A
HSD17B2
PLCB1
CALHM2
FGG
CNFN
SSBP1
ADGRA2
EBF3
SLC2A2
NFATC2
TM4SF20
SAP130
ATP5G3
PCDHB14
ALDH1B1
H2AFJ
B3GALNT2
XRCC5
DTHD1
DUSP27
GPR139
PIK3R2
DYRK2
IZUMO1R
KLRC2
ESPN
FABP12
UGT2B7
CDY2A
CDY2B
SRD5A3
AGXT2
CYLD
TERB1
APRT
CDY1
CDY1B
OR13F1
MCRIP1
CSRNP3
OR12D2
MYADML2
NOSTRIN
SLC39A14
MCHR2
KIF25-AS1
WBSCR27
PCDH20
ZCCHC13
PLXDC1
ZFYVE9
RHBG
SRSF10
TEX28
TEX28
IL20
MAPRE2
SYT9
NCKAP5
MTBP
KIAA1328
DMRT3
TEX13B
AAR2
EFEMP1
EFCAB3
SLITRK3
ZNF571
RORA
FKBP2
GALNT5///GALNT5
MATK
CCDC114
LOC100506990
SLC6A17
CCNB3///BCOR
TXNRD3NB///TXNRD3
CILP
PHLDB2
ASB5
SLC25A42
ANKRD20A12P
ANKRD20A8P
LRRTM1
SLC5A4
ANKRD20A5P
CLDND1
NPAS2
PPIL3
PEMT
KANK2
TAF6
LINC00326
B3GLCT
SEMA5B
DZIP1
ADAM12
SYCP3
OR4L1
SYT15
YWHAB
HACD2///HACD2
OSR1
HMGCL
